"applno","appltype","applpublicnotes","sponsorname","tecode"
14005,"NDA",,"ORGANON USA INC",
14006,"NDA",,"ORGANON USA INC",
14103,"NDA",,"LILLY",
14122,"NDA",,"WYETH AYERST",
14127,"NDA",,"ASTRAZENECA",
14134,"NDA",,"BAXTER HLTHCARE CORP",
14169,"NDA",,"ALCON",
14173,"NDA",,"WYETH AYERST",
14214,"NDA",,"SANOFI AVENTIS US",
14215,"NDA",,"MERCK SHARP DOHME",
14217,"NDA",,"PAMLAB LLC",
14242,"NDA",,"UCB INC",
14295,"NDA",,"MALLINCKRODT",
14322,"NDA",,"IMPAX LABS",
14349,"NDA",,"PERSONAL PRODS",
14359,"NDA",,"HALSEY",
14368,"NDA",,"MK LABS",
14394,"NDA",,"ASTRAZENECA",
14399,"NDA",,"US PHARM HOLDINGS",
14474,"NDA",,"STANLABS PHARM",
14547,"NDA",,"SANDOZ",
14601,"NDA",,"PVT FORM",
14602,"NDA",,"MERCK SHARP DOHME",
14684,"NDA",,"LILLY",
14685,"NDA",,"RANBAXY",
14691,"NDA",,"APOTEX INC",
14694,"NDA",,"ASPEN GLOBAL INC",
14696,"NDA",,"PARKE DAVIS",
14713,"NDA",,"SCHERING",
14715,"NDA",,"NEW RIVER",
14738,"NDA",,"B BRAUN",
14740,"NDA",,"ROCHE",
14762,"NDA",,"SCHERING",
14763,"NDA",,"ASTRAZENECA",
14764,"NDA",,"ROBINS AH",
14860,"NDA",,"SANOFI AVENTIS US",
14879,"NDA",,"WEST-WARD PHARMS INT",
14882,"NDA",,"LANNETT",
14901,"NDA",,"APOTHECON",
15034,"NDA",,"SHIONOGI INC",
15072,"NDA",,"MALLARD",
15103,"NDA",,"SANOFI AVENTIS US",
15139,"NDA",,"VALEANT PHARM INTL",
15193,"NDA",,"VALEANT PHARMS",
15197,"NDA",,"CLOVER PHARMS",
15229,"NDA",,"CLOVER PHARMS",
15230,"NDA",,"CLOVER PHARMS",
15296,"NDA",,"MEDIMETRIKS PHARMS",
15417,"NDA",,"WEST WARD",
15419,"NDA",,"BRACCO",
15426,"NDA",,"ELKINS SINN",
15438,"NDA",,"IVAX SUB TEVA PHARMS",
15500,"NDA",,"PHARMACIA AND UPJOHN",
15539,"NDA",,"ALPHARMA US PHARMS",
15865,"NDA",,"IMMUNEX",
15868,"NDA",,"GLAXOSMITHKLINE",
15874,"NDA",,"BOEHRINGER INGELHEIM",
15921,"NDA",,"ORTHO MCNEIL",
15922,"NDA",,"ORTHO MCNEIL",
15923,"NDA",,"JANSSEN PHARMS",
16000,"NDA",,"BAYER HLTHCARE",
16001,"NDA",,"SOLVAY",
16008,"NDA",,"SCHERING",
16012,"NDA",,"TEVA WOMENS",
16016,"NDA",,"MERCK",
16020,"NDA",,"ENDO PHARMS",
16023,"NDA",,"ENDO PHARMS",
16029,"NDA",,"GD SEARLE LLC",
16030,"NDA",,"BAYER",
16033,"NDA",,"GLAXOSMITHKLINE",
16042,"NDA",,"GLAXOSMITHKLINE LLC",
16047,"NDA",,"ABBOTT",
16049,"NDA",,"AKORN MFG",
16053,"NDA",,"SCHERING",
16059,"NDA",,"IROKO PHARMS LLC",
16069,"NDA",,"TEVA",
16080,"NDA",,"B BRAUN",
16084,"NDA",,"CASPER PHARMA LLC",
16087,"NDA",,"ROCHE",
16089,"NDA",,"BRACCO",
16090,"NDA",,"BRACCO",
16092,"NDA",,"ATON",
16093,"NDA",,"ATON",
16096,"NDA",,"MERCK SHARP DOHME",
16097,"NDA",,"MERCK SHARP DOHME",
16099,"NDA",,"WYETH AYERST",
16110,"NDA",,"APOTHECON",
16118,"NDA",,"BRISTOL MYERS SQUIBB",
16119,"NDA",,"BRISTOL MYERS SQUIBB",
16126,"NDA",,"WYETH CONS",
16131,"NDA",,"SANOFI AVENTIS US",
16144,"NDA",,"ALLERGAN",
16149,"NDA",,"ROCHE",
16151,"NDA",,"CNTY LINE PHARMS",
16161,"NDA",,"MEDIMETRIKS PHARMS",
16191,"NDA",,"ASTRAZENECA",
16192,"NDA",,"ASTRAZENECA",
16194,"NDA",,"HOSPIRA",
16199,"NDA",,"ANI PHARMS",
16211,"NDA",,"NOVARTIS",
16224,"NDA",,"BRACCO",
16235,"NDA",,"SANOFI AVENTIS US",
16245,"NDA",,"ABBOTT",
16249,"NDA",,"SOLVAY",
16267,"NDA",,"NOVARTIS",
16269,"NDA",,"HOSPIRA",
16273,"NDA",,"US PHARM HOLDINGS",
16295,"NDA",,"BRISTOL MYERS SQUIBB",
16297,"NDA",,"FRESENIUS KABI USA",
16320,"NDA",,"STI PHARMA LLC",
16322,"NDA",,"SCHERING",
16324,"NDA",,"SEBELA IRELAND LTD",
16363,"NDA",,"SANOFI AVENTIS US",
16366,"NDA",,"ICU MEDICAL INC",
16367,"NDA",,"ICU MEDICAL INC",
16379,"NDA",,"NOVARTIS",
16401,"NDA",,"POLYMEDICA",
16402,"NDA",,"BOEHRINGER INGELHEIM",
16403,"NDA",,"GE HEALTHCARE",
16418,"NDA",,"WYETH PHARMS INC",
16419,"NDA",,"BAXTER HLTHCARE CORP",
16455,"NDA",,"ALLERGAN SALES LLC",
16466,"NDA",,"SANDOZ INC",
16472,"NDA",,"MILES",
16515,"NDA",,"MALLINKRODT NUCLEAR",
16517,"NDA",,"MALLINKRODT NUCLEAR",
16584,"NDA",,"PFIZER",
16608,"NDA",,"NOVARTIS",
16619,"NDA",,"AKORN",
16620,"NDA",,"ALVOGEN MALTA",
16624,"NDA",,"ALLERGAN",
16635,"NDA",,"MALLINCKRODT",
16636,"NDA",,"ADAPT",
16640,"NDA",,"BRISTOL MYERS",
16647,"NDA",,"BAYER HLTHCARE",
16649,"NDA",,"PHARMACIA AND UPJOHN",
16659,"NDA",,"ACTAVIS LABS UT INC",
16666,"NDA",,"MALLINCKRODT",
16672,"NDA",,"WYETH PHARMS",
16673,"NDA",,"BAXTER HLTHCARE",
16675,"NDA",,"MERCK",
16677,"NDA",,"BAXTER HLTHCARE",
16678,"NDA",,"BAXTER HLTHCARE",
16679,"NDA",,"BAXTER HLTHCARE",
16680,"NDA",,"PARKE DAVIS",
16682,"NDA",,"BAXTER HLTHCARE",
16683,"NDA",,"BAXTER HLTHCARE",
16687,"NDA",,"BAXTER HLTHCARE",
16689,"NDA",,"BAXTER HLTHCARE",
16692,"NDA",,"BAXTER HLTHCARE",
16693,"NDA",,"BAXTER HLTHCARE",
16694,"NDA",,"BAXTER HLTHCARE",
16695,"NDA",,"BAXTER HLTHCARE",
16696,"NDA",,"BAXTER HLTHCARE",
16697,"NDA",,"BAXTER HLTHCARE",
16704,"NDA",,"B BRAUN",
16705,"NDA",,"GD SEARLE LLC",
16708,"NDA",,"MALLINKRODT NUCLEAR",
16709,"NDA",,"ORTHO MCNEIL JANSSEN",
16715,"NDA",,"ORTHO MCNEIL PHARM",
16717,"NDA",,"BAXTER HLTHCARE",
16721,"NDA",,"VALEANT PHARM INTL",
16723,"NDA",,"PARKE DAVIS",
16724,"NDA",,"GD SEARLE LLC",
16725,"NDA",,"GD SEARLE LLC",
16727,"NDA",,"BRISTOL MYERS SQUIBB",
16729,"NDA",,"MALLINCKRODT",
16730,"NDA",,"B BRAUN",
16732,"NDA",,"SANOFI AVENTIS US",
16733,"NDA",,"B BRAUN",
16734,"NDA",,"B BRAUN",
16740,"NDA",,"SCHERING",
16741,"NDA",,"B BRAUN",
16749,"NDA",,"PARKE DAVIS",
16750,"NDA",,"AMPHASTAR PHARMS INC",
16755,"NDA",,"NOVARTIS",
16758,"NDA",,"PFIZER",
16762,"NDA",,"AKRIMAX PHARMS",
16763,"NDA",,"MYLAN INSTITUTIONAL",
16765,"NDA",,"ELORAC",
16766,"NDA",,"PARKE DAVIS",
16768,"NDA",,"PARKE DAVIS",
16769,"NDA",,"ORTHO MCNEIL JANSSEN",
16772,"NDA",,"B BRAUN",
16774,"NDA",,"NOVARTIS",
16775,"NDA",,"NOVARTIS",
16776,"NDA",,"ASTRAZENECA",
16782,"NDA",,"SOLVAY",
16783,"NDA",,"MALLINCKRODT",
16784,"NDA",,"B BRAUN",
16785,"NDA",,"LEADIANT BIOSCI INC",
16792,"NDA",,"ODYSSEY PHARMS",
16793,"NDA",,"TEVA PARENTERAL",
16796,"NDA",,"AKORN INC",
16798,"NDA",,"PFIZER",
16801,"NDA",,"FRESENIUS KABI USA",
16803,"NDA",,"STERLING",
16806,"NDA",,"WYETH PHARMS",
16807,"NDA",,"ALLERGAN SALES LLC",
16809,"NDA",,"SANOFI AVENTIS US",
16812,"NDA",,"PAR STERILE PRODUCTS",
16813,"NDA",,"FISONS",
16814,"NDA",,"ABBOTT",
16818,"NDA",,"ROERIG",
16820,"NDA",,"PFIZER",
16822,"NDA",,"B BRAUN",
16829,"NDA",,"AAIPHARMA LLC",
16830,"NDA",,"SANOFI AVENTIS US",
16831,"NDA",,"VALEANT PHARM INTL",
16832,"NDA",,"ABBOTT",
16834,"NDA",,"PFIZER",
16844,"NDA",,"AAIPHARMA LLC",
16847,"NDA",,"GE HEALTHCARE",
16848,"NDA",,"MYLAN SPECIALITY LP",
16851,"NDA",,"ALLERGAN",
16852,"NDA",,"PARKE DAVIS",
16854,"NDA",,"PARKE DAVIS",
16860,"NDA",,"NOVEN THERAP",
16861,"NDA",,"AAIPHARMA LLC",
16862,"NDA",,"XANODYNE PHARM",
16863,"NDA",,"AAIPHARMA LLC",
16885,"NDA",,"LABORATOIRE HRA",
16891,"NDA",,"SANOFI AVENTIS US",
16904,"NDA",,"PFIZER",
16908,"NDA",,"CNTY LINE PHARMS",
16909,"NDA",,"CNTY LINE PHARMS",
16911,"NDA",,"BRISTOL MYERS SQUIBB",
16912,"NDA",,"ROCHE",
16913,"NDA",,"SHIRE",
16921,"NDA",,"VALEANT INTL",
16923,"NDA",,"BRACCO",
16927,"NDA",,"GD SEARLE LLC",
16928,"NDA",,"HEATHER",
16929,"NDA",,"HOSPIRA",
16931,"NDA",,"PHARMACIA AND UPJOHN",
16932,"NDA",,"SCHERING",
16936,"NDA",,"GD SEARLE LLC",
16938,"NDA",,"CIBA",
16942,"NDA",,"WESTWOOD SQUIBB",
16943,"NDA",,"WESTWOOD SQUIBB",
16948,"NDA",,"VALEANT PHARM INTL",
16949,"NDA",,"HERITAGE PHARMS INC",
16954,"NDA",,"JANSSEN PHARMS",
16964,"NDA",,"HOSPIRA",
16968,"NDA",,"ALCON",
16979,"NDA",,"BRISTOL MYERS SQUIBB",
16980,"NDA",,"SOLVAY",
16983,"NDA",,"LIEBEL-FLARSHEIM",
16987,"NDA",,"NEW RIVER",
16988,"NDA",,"AQUA PHARMS",
16990,"NDA",,"SANOFI AVENTIS US",
16996,"NDA",,"SCHERING",
16997,"NDA",,"NOVARTIS",
16998,"NDA",,"PARKE DAVIS",
17001,"NDA",,"VALEANT",
17007,"NDA",,"WEST-WARD PHARMS INT",
17010,"NDA",,"PERRIGO NEW YORK",
17011,"NDA",,"ALLERGAN",
17013,"NDA",,"ABBOTT",
17015,"NDA",,"ORGANON USA INC",
17016,"NDA",,"FERRING",
17020,"NDA",,"ABBOTT",
17027,"NDA",,"3M",
17029,"NDA",,"FRESENIUS KABI USA",
17031,"NDA",,"LABORATOIRE HRA",
17033,"NDA",,"ABRAXIS PHARM",
17036,"NDA",,"BAXTER HLTHCARE",
17037,"NDA",,"WEST-WARD PHARMS INT",
17038,"NDA",,"B BRAUN",
17042,"NDA",,"GE HEALTHCARE",
17045,"NDA",,"BRACCO",
17046,"NDA",,"SAVAGE LABS",
17047,"NDA",,"BRACCO",
17048,"NDA",,"WYETH AYERST",
17054,"NDA",,"BEL MAR",
17055,"NDA",,"FERRING",
17056,"NDA",,"BRISTOL MYERS SQUIBB",
17057,"NDA",,"LIEBEL-FLARSHEIM",
17058,"NDA",,"WEST-WARD PHARMS INT",
17059,"NDA",,"MALLINCKRODT",
17060,"NDA",,"APIL",
17063,"NDA",,"ALCON",
17064,"NDA",,"WATSON LABS",
17067,"NDA",,"FRESENIUS KABI USA",
17078,"NDA",,"IMPAX LABS INC",
17079,"NDA",,"ORTHO MCNEIL PHARM",
17084,"NDA",,"MALLINKRODT NUCLEAR",
17087,"NDA",,"BAXTER HLTHCARE",
17090,"NDA",,"SPECGX LLC",
17098,"NDA",,"MALLINCKRODT",
17100,"NDA",,"ALLERGAN",
17105,"NDA",,"RECORDATI RARE",
17106,"NDA",,"MERIDIAN MEDCL TECHN",
17108,"NDA",,"SANDOZ",
17109,"NDA",,"ROXANE",
17111,"NDA",,"ENDO PHARMS",
17116,"NDA",,"SPECGX LLC",
17118,"NDA",,"ENDO PHARMS",
17122,"NDA",,"XANODYNE PHARM",
17129,"NDA",,"MALLINCKRODT",
17130,"NDA",,"CHAMBERLIN PARENTERL",
17243,"NDA",,"MALLINKRODT NUCLEAR",
17244,"NDA",,"PARKE DAVIS",
17247,"NDA",,"HEXIM",
17255,"NDA",,"GE HEALTHCARE",
17256,"NDA",,"GE HEALTHCARE",
17257,"NDA",,"GE HEALTHCARE",
17262,"NDA",,"MALLINCKRODT",
17264,"NDA",,"GE HEALTHCARE",
17269,"NDA",,"BRACCO",
17279,"NDA",,"ISOTEX",
17283,"NDA",,"LANTHEUS MEDCL",
17284,"NDA",,"LANTHEUS MEDCL",
17313,"NDA",,"PHARMALUCENCE",
17315,"NDA",,"CIS",
17316,"NDA",,"CIS",
17318,"NDA",,"SORIN",
17321,"NDA",,"PHARMALUCENCE",
17322,"NDA",,"PHARMALUCENCE",
17339,"NDA",,"BRACCO",
17340,"NDA",,"VALEANT PHARMS NORTH",
17343,"NDA",,"SHERWOOD MEDCL",
17346,"NDA",,"PARKE DAVIS",
17351,"NDA",,"MYLAN SPECIALITY LP",
17352,"NDA",,"GLAXOSMITHKLINE",
17354,"NDA",,"APIL",
17355,"NDA",,"APIL",
17362,"NDA",,"ACTAVIS LABS UT INC",
17364,"NDA",,"MEDPOINTE PHARM HLC",
17366,"NDA",,"MEAD JOHNSON",
17369,"NDA",,"GLAXOSMITHKLINE",
17371,"NDA",,"APOTHECON",
17373,"NDA",,"CNTY LINE PHARMS",
17374,"NDA",,"MEDPOINTE PHARM HLC",
17376,"NDA",,"MONARCH PHARMS",
17377,"NDA",,"SUN PHARM INDUSTRIES",
17378,"NDA",,"BAXTER HLTHCARE",
17381,"NDA",,"KING PHARMS LLC",
17385,"NDA",,"BAXTER HLTHCARE",
17386,"NDA",,"LANNETT CO INC",
17388,"NDA",,"SOLVAY",
17390,"NDA",,"BAXTER HLTHCARE",
17391,"NDA",,"CASPER PHARMA LLC",
17395,"NDA",,"HOSPIRA",
17398,"NDA",,"SANDOZ INC",
17405,"NDA",,"BAYER PHARMS",
17406,"NDA",,"GE HEALTHCARE",
17407,"NDA",,"BOEHRINGER INGELHEIM",
17408,"NDA",,"GD SEARLE LLC",
17411,"NDA",,"HUNTINGTON LABS",
17412,"NDA",,"HUNTINGTON LABS",
17413,"NDA",,"3M",
17415,"NDA",,"PARKE DAVIS",
17421,"NDA",,"DIAL",
17422,"NDA",,"EMCURE PHARMS LTD",
17423,"NDA",,"VESTAL LABS",
17424,"NDA",,"VESTAL LABS",
17425,"NDA",,"TEVA BRANDED PHARM",
17426,"NDA",,"PERRIGO NEW YORK",
17427,"NDA",,"BAXTER HLTHCARE",
17428,"NDA",,"BAXTER HLTHCARE",
17430,"NDA",,"SANOFI AVENTIS US",
17431,"NDA",,"AKORN",
17433,"NDA",,"DAVIS AND GECK",
17434,"NDA",,"PHARMACIA AND UPJOHN",
17438,"NDA",,"BAXTER HLTHCARE",
17439,"NDA",,"ALLERGAN SALES LLC",
17441,"NDA",,"ALLERGAN SALES LLC",
17442,"NDA",,"PFIZER",
17443,"NDA",,"PAR STERILE PRODUCTS",
17446,"NDA",,"SANOFI AVENTIS US",
17447,"NDA",,"GD SEARLE LLC",
17450,"NDA",,"MEDTECH PRODUCTS",
17451,"NDA",,"BAXTER HLTHCARE",
17452,"NDA",,"BECTON DICKINSON",
17453,"NDA",,"TEVA BRANDED PHARM",
17454,"NDA",,"MALLINCKRODT",
17456,"NDA",,"GE HEALTHCARE",
17460,"NDA",,"CALGON",
17463,"NDA",,"MCNEIL CONSUMER",
17464,"NDA",,"B BRAUN",
17466,"NDA",,"SANOFI AVENTIS US",
17468,"NDA",,"ALCON",
17469,"NDA",,"NOVARTIS PHARMS CORP",
17471,"NDA",,"GE HEALTHCARE",
17473,"NDA",,"TEVA",
17476,"NDA",,"NOVARTIS",
17478,"NDA",,"LANTHEUS MEDCL",
17481,"NDA",,"JANSSEN PHARMS",
17484,"NDA",,"BAXTER HLTHCARE",
17486,"NDA",,"AKORN",
17488,"NDA",,"ORTHO MCNEIL PHARM",
17489,"NDA",,"ORTHO MCNEIL PHARM",
17493,"NDA",,"BAXTER HLTHCARE",
17494,"NDA",,"INSIGHT PHARMS",
17497,"NDA",,"SANOFI AVENTIS US",
17498,"NDA",,"PHARMACIA AND UPJOHN",
17503,"NDA",,"BOEHRINGER INGELHEIM",
17506,"NDA",,"GE HEALTHCARE",
17508,"NDA",,"ABRAXIS PHARM",
17510,"NDA",,"B BRAUN",
17512,"NDA",,"BAXTER HLTHCARE",
17513,"NDA",,"ICU MEDICAL INC",
17514,"NDA",,"ICU MEDICAL INC",
17516,"NDA",,"PFIZER",
17518,"NDA",,"3M",
17521,"NDA",,"BAXTER HLTHCARE",
17522,"NDA",,"VALEANT BERMUDA",
17525,"NDA",,"ACTAVIS LABS UT INC",
17528,"NDA",,"PARKE DAVIS",
17530,"NDA",,"PAR STERILE PRODUCTS",
17531,"NDA",,"KING PHARMS LLC",
17532,"NDA",,"SANOFI AVENTIS US",
17533,"NDA",,"ROCHE",
17534,"NDA",,"ALLERGAN SALES LLC",
17535,"NDA",,"SANOFI AVENTIS US",
17536,"NDA",,"SCHERING",
17538,"NDA",,"MALLINKRODT NUCLEAR",
17540,"NDA",,"DELL LABS",
17543,"NDA",,"NOVARTIS",
17546,"NDA",,"ROCHE",
17548,"NDA",,"AKORN",
17549,"NDA",,"MERIDIAN MEDCL TECHN",
17550,"NDA",,"GEN ELECTRIC",
17551,"NDA",,"MALLINCKRODT",
17553,"NDA",,"ALZA",
17555,"NDA",,"MERCK SHARP DOHME",
17556,"NDA",,"SUN PHARM INDS INC",
17557,"NDA",,"SANOFI AVENTIS US",
17558,"NDA",,"WEST-WARD PHARMS INT",
17559,"NDA",,"SCHERING",
17560,"NDA",,"SUN PHARM INDUSTRIES",
17561,"NDA",,"SCHERING",
17562,"NDA",,"GE HEALTHCARE",
17563,"NDA",,"PHARMACIA UPJOHN",
17565,"NDA",,"ALLERGAN SALES LLC",
17566,"NDA",,"ALLERGAN SALES LLC",
17569,"NDA",,"GLENWOOD",
17571,"NDA",,"BOEHRINGER INGELHEIM",
17573,"NDA",,"SCHERING",
17575,"NDA",,"BAYER HLTHCARE",
17576,"NDA",,"WARNER CHILCOTT LLC",
17577,"NDA",,"JANSSEN PHARMS",
17579,"NDA",,"VALEANT INTL",
17581,"NDA",,"ATNAHS PHARMA US",
17584,"NDA",,"FRESENIUS KABI USA",
17585,"NDA",,"ICU MEDICAL INC",
17586,"NDA",,"ICU MEDICAL INC",
17588,"NDA",,"CORDEN PHARMA",
17589,"NDA",,"ROCHE",
17594,"NDA",,"WESTWOOD SQUIBB",
17598,"NDA",,"MONARCH PHARMS",
17601,"NDA",,"SCHERING",
17603,"NDA",,"SANOFI AVENTIS US",
17604,"NDA",,"XSPIRE PHARMA",
17605,"NDA",,"SAVAGE LABS",
17606,"NDA",,"ICU MEDICAL INC",
17607,"NDA",,"ICU MEDICAL INC",
17608,"NDA",,"ICU MEDICAL INC",
17609,"NDA",,"ICU MEDICAL INC",
17610,"NDA",,"ICU MEDICAL INC",
17612,"NDA",,"PELAGIUS",
17613,"NDA",,"SCHERING PLOUGH",
17618,"NDA",,"SANOFI AVENTIS US",
17619,"NDA",,"SCHERING PLOUGH",
17624,"NDA",,"BAXTER HLTHCARE",
17628,"NDA",,"ORTHO MCNEIL JANSSEN",
17630,"NDA",,"GE HEALTHCARE",
17633,"NDA",,"HOSPIRA",
17634,"NDA",,"BAXTER HLTHCARE",
17635,"NDA",,"ICU MEDICAL INC",
17636,"NDA",,"HOSPIRA",
17637,"NDA",,"ICU MEDICAL INC",
17638,"NDA",,"ABBOTT",
17641,"NDA",,"ICU MEDICAL INC",
17643,"NDA",,"FRESENIUS",
17646,"NDA",,"SERONO",
17648,"NDA",,"BAXTER HLTHCARE",
17651,"NDA",,"FRESENIUS KABI USA",
17653,"NDA",,"GE HEALTHCARE",
17655,"NDA",,"GE HEALTHCARE",
17656,"NDA",,"ICU MEDICAL INC",
17657,"NDA",,"SANOFI AVENTIS US",
17658,"NDA",,"ACTAVIS LABS UT INC",
17659,"NDA",,"BOEHRINGER INGELHEIM",
17661,"NDA",,"NOVARTIS",
17664,"NDA",,"GE HEALTHCARE",
17667,"NDA",,"GE HEALTHCARE",
17668,"NDA",,"SANOFI AVENTIS US",
17669,"NDA",,"SANOFI AVENTIS US",
17670,"NDA",,"HOSPIRA",
17672,"NDA",,"SOLVAY",
17673,"NDA",,"ICU MEDICAL INC",
17675,"NDA",,"ROBINS AH",
17680,"NDA",,"BRACCO",
17681,"NDA",,"US PHARM HOLDINGS",
17683,"NDA",,"AKRIMAX PHARMS",
17684,"NDA",,"PHARMALUCENCE",
17685,"NDA",,"MALLINCKRODT",
17687,"NDA",,"GE HEALTHCARE",
17688,"NDA",,"SANOFI AVENTIS US",
17690,"NDA",,"J AND J CONSUMER INC",
17691,"NDA",,"SCHERING",
17692,"NDA",,"ORGANON USA INC",
17693,"NDA",,"GE HEALTHCARE",
17694,"NDA",,"J AND J CONSUMER INC",
17697,"NDA",,"BRACCO",
17698,"NDA",,"HOSPIRA",
17700,"NDA",,"GE HEALTHCARE",
17701,"NDA",,"INTL MEDICATION",
17702,"NDA",,"INTL MEDICATION",
17703,"NDA",,"ABBOTT",
17707,"NDA",,"GE HEALTHCARE",
17710,"NDA",,"DISTA",
17714,"NDA",,"JUBILANT DRAXIMAGE",
17716,"NDA",,"WARNER CHILCOTT LLC",
17717,"NDA",,"BAYER HEALTHCARE LLC",
17724,"NDA",,"MALLINCKRODT",
17725,"NDA",,"MALLINCKRODT",
17726,"NDA",,"SERONO",
17735,"NDA",,"JANSSEN PHARMS",
17736,"NDA",,"SCHERING",
17739,"NDA",,"INSIGHT PHARMS",
17741,"NDA",,"PHARMACIA AND UPJOHN",
17743,"NDA",,"ALLERGAN SALES LLC",
17744,"NDA",,"SEBELA IRELAND LTD",
17751,"NDA",,"ASTRAZENECA",
17756,"NDA",,"J AND J CONSUMER INC",
17760,"NDA",,"ALLERGAN",
17765,"NDA",,"PROMIUS PHARMA LLC",
17766,"NDA",,"B BRAUN",
17768,"NDA",,"MOLNLYCKE HLTH",
17769,"NDA",,"SANOFI AVENTIS US",
17771,"NDA",,"LANTHEUS MEDCL",
17773,"NDA",,"GE HEALTHCARE",
17775,"NDA",,"GE HEALTHCARE",
17776,"NDA",,"JUBILANT DRAXIMAGE",
17780,"NDA",,"PHARM SPEC",
17781,"NDA",,"SCHERING",
17783,"NDA",,"PFIZER",
17784,"NDA",,"GE HEALTHCARE",
17785,"NDA",,"ORTHO MCNEIL PHARM",
17787,"NDA",,"ABBOTT",
17788,"NDA",,"MYLAN INSTITUTIONAL",
17789,"NDA",,"ICU MEDICAL INC",
17792,"NDA",,"PHARMALUCENCE",
17794,"NDA",,"VALEANT INTL",
17796,"NDA",,"SANOFI AVENTIS US",
17799,"NDA",,"ICU MEDICAL INC",
17802,"NDA",,"WYETH PHARMS",
17806,"NDA",,"LANTHEUS MEDCL",
17807,"NDA",,"NEW RIVER",
17808,"NDA",,"MYLAN IRELAND LTD",
17810,"NDA",,"PHARMACIA AND UPJOHN",
17812,"NDA",,"WEST-WARD PHARMS INT",
17813,"NDA",,"VALEANT PHARM INTL",
17814,"NDA",,"IROKO PHARMS",
17818,"NDA",,"WESTWOOD SQUIBB",
17820,"NDA",,"LILLY",
17821,"NDA",,"JANSSEN RES AND DEV",
17823,"NDA",,"SUN PHARM INDS INC",
17824,"NDA",,"SUN PHARM INDS INC",
17829,"NDA",,"SCHERING",
17830,"NDA",,"ATON",
17831,"NDA",,"APIL",
17832,"NDA",,"3M",
17833,"NDA",,"BRACCO",
17835,"NDA",,"ISO TEX",
17836,"NDA",,"ISO TEX",
17837,"NDA",,"ISO TEX",
17838,"NDA",,"GE HEALTHCARE",
17842,"NDA",,"MALLINCKRODT",
17844,"NDA",,"MALLINCKRODT",
17846,"NDA",,"BAYER PHARMS",
17848,"NDA",,"GE HEALTHCARE",
17849,"NDA",,"ANI PHARMS INC",
17850,"NDA",,"APOTHECON",
17851,"NDA",,"NOVARTIS",
17853,"NDA",,"SCHERING",
17854,"NDA",,"ANI PHARMS",
17856,"NDA",,"TARO PHARM INDS LTD",
17857,"NDA",,"APOTHECON",
17858,"NDA",,"PHARMALUCENCE",
17862,"NDA",,"WEST-WARD PHARMS INT",
17863,"NDA",,"BAXTER HLTHCARE",
17864,"NDA",,"BAXTER HLTHCARE",
17865,"NDA",,"BAXTER HLTHCARE",
17866,"NDA",,"BAXTER HLTHCARE",
17867,"NDA",,"BAXTER HLTHCARE",
17869,"NDA",,"NOVARTIS",
17871,"NDA",,"ATON PHARMA VPNA",
17874,"NDA",,"GLAXOSMITHKLINE CON",
17875,"NDA",,"APIL",
17876,"NDA",,"APIL",
17879,"NDA",,"GE HEALTHCARE",
17881,"NDA",,"DRAXIMAGE",
17884,"NDA",,"SANOFI AVENTIS US",
17892,"NDA",,"PHARMACIA AND UPJOHN",
17895,"NDA",,"ABBOTT",
17902,"NDA",,"BRACCO",
17903,"NDA",,"BRACCO",
17906,"NDA",,"SOLVAY",
17907,"NDA",,"BRISTOL MYERS SQUIBB",
17911,"NDA",,"MERCK",
17914,"NDA",,"BAYER PHARMS",
17916,"NDA",,"SYNCOR PHARMS",
17917,"NDA",,"WARNER CHILCOTT",
17919,"NDA",,"JANSSEN PHARMS",
17920,"NDA",,"GLAXOSMITHKLINE",
17922,"NDA",,"FERRING PHARMS INC",
17923,"NDA",,"NOVARTIS",
17924,"NDA",,"GLAXOSMITHKLINE",
17926,"NDA",,"NOVO NORDISK INC",
17928,"NDA",,"BRISTOL MYERS SQUIBB",
17929,"NDA",,"NOVO NORDISK INC",
17931,"NDA",,"LILLY",
17932,"NDA",,"LILLY",
17936,"NDA",,"LILLY",
17938,"NDA",,"ENDO PHARMS",
17939,"NDA",,"GLAXOSMITHKLINE",
17941,"NDA",,"GLAXOSMITHKLINE",
17943,"NDA",,"MONARCH PHARMS",
17944,"NDA",,"GE HEALTHCARE",
17948,"NDA",,"GD SEARLE LLC",
17950,"NDA",,"SUN PHARM INDS INC",
17952,"NDA",,"ROCHE",
17954,"NDA",,"HOSPIRA",
17955,"NDA",,"VALEANT INTL",
17956,"NDA",,"3M",
17957,"NDA",,"HOSPIRA INC",
17959,"NDA",,"PHARMACIA AND UPJOHN",
17962,"NDA",,"US PHARMS HOLDINGS I",
17963,"NDA",,"US PHARMS HOLDINGS I",
17968,"NDA",,"PHARMACIA AND UPJOHN",
17970,"NDA",,"ASTRAZENECA",
17971,"NDA",,"JDS PHARMS",
17972,"NDA",,"PHARMALUCENCE",
17979,"NDA",,"ABRAXIS PHARM",
17980,"NDA",,"WYETH AYERST",
17982,"NDA",,"GE HEALTHCARE",
17986,"NDA",,"PFIZER",
17989,"NDA",,"PHARMACIA AND UPJOHN",
17992,"NDA",,"GENENTECH",
17993,"NDA",,"NOVARTIS",
17994,"NDA",,"PHARMACIA AND UPJOHN",
17995,"NDA",,"B BRAUN",
17996,"NDA",,"NOVO NORDISK INC",
