"applno","productno","marketingstatusid","tecodestr","tecode"
20353,2,1,"AB",2
20353,3,1,"AB",2
20356,5,1,"AB",2
20356,7,1,"AB",2
20356,8,1,"AB",2
20357,1,1,"AB",2
20357,2,1,"AB",2
20357,5,1,"AB",2
20358,2,1,"AB1",3
20358,3,1,"AB1",3
20358,4,1,"AB1",3
20364,2,1,"AB",2
20364,3,1,"AB",2
20364,4,1,"AB",2
20364,5,1,"AB",2
20364,6,1,"AB",2
20364,7,1,"AB",2
20375,1,1,"AB2",20
20375,2,1,"AB2",20
20375,3,1,"AB2",20
20375,4,1,"AB2",20
20375,5,1,"AB",2
20375,6,1,"AB",2
20379,1,1,"AP",52
20379,2,1,"AP",52
20379,4,1,"AP",52
20381,2,1,"AB",2
20381,3,1,"AB",2
20381,4,1,"AB",2
20386,3,1,"AB",2
20387,3,1,"AB",2
20388,1,1,"AP",52
20397,1,1,"AB",2
20400,1,1,"BT",147
20401,1,1,"AB4",40
20401,2,1,"AB4",40
20401,3,1,"AB4",40
20401,4,1,"AB4",40
20401,5,1,"AB4",40
20401,6,1,"AB4",40
20404,3,1,"AB",2
20405,2,1,"AB",2
20405,4,1,"AB",2
20406,1,1,"AB",2
20406,2,1,"AB",2
20408,1,1,"AT",56
20412,2,1,"AB",2
20412,3,1,"AB",2
20412,4,1,"AB",2
20412,5,1,"AB",2
20413,1,1,"AA",1
20415,1,1,"AB",2
20415,2,1,"AB",2
20439,1,1,"AT",56
20439,2,1,"AT",56
20444,1,1,"AP",52
20444,2,1,"AP",52
20449,3,1,"AP",52
20449,4,1,"AP",52
20449,5,1,"AP",52
20450,1,1,"AP",52
20475,1,1,"AB",2
20475,2,1,"AB",2
20478,1,1,"AN",50
20479,1,1,"AA",1
20482,1,1,"AB",2
20482,2,1,"AB",2
20482,4,1,"AB",2
20487,1,1,"AB",2
20487,2,1,"AB",2
20488,1,1,"AP",52
20491,1,1,"AP",52
20496,1,1,"AB",2
20496,2,1,"AB",2
20496,3,1,"AB",2
20498,1,1,"AB",2
20500,1,1,"AB",2
20503,1,1,"BX",151
20504,1,1,"AB",2
20505,1,1,"AB",2
20505,2,1,"AB",2
20505,4,1,"AB",2
20505,5,1,"AB",2
20509,1,1,"AP",52
20509,2,1,"AP",52
20519,1,1,"AB",2
20531,1,1,"AB",2
20533,1,1,"AP",52
20533,2,1,"AP",52
20533,3,1,"AP",52
20533,4,1,"AP",52
20533,5,1,"AP",52
20533,6,1,"AP",52
20533,7,1,"AP",52
20533,8,1,"AP",52
20533,9,1,"AP",52
20533,10,1,"AP",52
20533,11,1,"AP",52
20538,5,1,"AB1",3
20538,6,1,"AB1",3
20538,7,1,"AB1",3
20538,8,1,"AB1",3
20538,9,1,"AB1",3
20539,1,1,"AB",2
20541,1,1,"AB",2
20547,1,1,"AB",2
20547,3,1,"AB",2
20551,1,1,"AP",52
20551,2,1,"AP",52
20551,3,1,"AP",52
20554,1,1,"AB",2
20560,5,1,"AB",2
20564,1,1,"AB",2
20564,3,1,"AB",2
20571,1,1,"AP",52
20571,2,1,"AP",52
20571,3,1,"AP",52
20572,1,1,"AB",2
20573,1,1,"AB",2
20579,1,1,"AB",2
20588,1,1,"AA",1
20591,1,1,"AB",2
20591,2,1,"AB",2
20591,3,1,"AB",2
20591,4,1,"AB",2
20592,1,1,"AB",2
20592,2,1,"AB",2
20592,3,1,"AB",2
20592,4,1,"AB",2
20592,5,1,"AB",2
20592,6,1,"AB",2
20593,1,1,"AP",52
20596,1,1,"AA",1
20597,1,1,"AT",56
20599,1,1,"AB",2
20604,1,1,"BX",151
20604,2,1,"BX",151
20605,1,1,"AA",1
20607,1,1,"AB",2
20607,2,1,"AB",2
20610,1,1,"AB",2
20612,1,1,"AB",2
20615,1,1,"AP",52
20615,2,1,"AP",52
20616,1,1,"AB",2
20616,2,1,"AB",2
20616,3,1,"AB",2
20616,4,1,"AB",2
20616,5,1,"AB",2
20616,6,1,"AB",2
20616,8,1,"AB",2
20616,9,1,"AB",2
20616,10,1,"AB",2
20622,2,1,"AP",52
20622,3,1,"AP",52
20626,1,1,"AB",2
20626,3,1,"AB",2
20630,1,1,"AP",52
20630,2,1,"AP",52
20630,3,1,"AP",52
20636,1,1,"AB",2
20639,1,1,"AB",2
20639,2,1,"AB",2
20639,3,1,"AB",2
20639,5,1,"AB",2
20639,6,1,"AB",2
20639,7,1,"AB",2
20645,1,1,"AP",52
20646,1,1,"AB",2
20646,2,1,"AB",2
20646,3,1,"AB",2
20646,5,1,"AB",2
20647,1,1,"AB",2
20649,2,1,"AP",52
20649,3,1,"AP",52
20649,4,1,"AP",52
20655,1,1,"BX",151
20655,2,1,"BX",151
20655,3,1,"BX",151
20655,4,1,"BX",151
20657,1,1,"AA",1
20658,1,1,"AB",2
20658,2,1,"AB",2
20658,3,1,"AB",2
20658,4,1,"AB",2
20658,5,1,"AB",2
20658,6,1,"AB",2
20658,7,1,"AB",2
20666,1,1,"AB",2
20667,1,1,"AB",2
20667,2,1,"AB",2
20667,3,1,"AB",2
20667,5,1,"AB",2
20667,6,1,"AB",2
20667,7,1,"AB",2
20671,1,1,"AP",52
20675,1,1,"AB",2
20675,2,1,"AB",2
20682,1,1,"AB",2
20682,2,1,"AB",2
20682,3,1,"AB",2
20688,1,1,"AT",56
20690,1,1,"AB",2
20690,2,1,"AB",2
20696,1,1,"AP",52
20697,1,1,"AB",2
20699,1,1,"AB",2
20699,2,1,"AB",2
20699,4,1,"AB",2
20702,1,1,"AB",2
20702,2,1,"AB",2
20702,3,1,"AB",2
20702,4,1,"AB",2
20711,3,1,"AB2",20
20712,1,1,"AB",2
20712,2,1,"AB",2
20712,3,1,"AB",2
20717,1,1,"AB",2
20717,2,1,"AB",2
20718,1,1,"AP",52
20718,2,1,"AP",52
20723,1,1,"AB",2
20726,1,1,"AB",2
20741,1,1,"AB",2
20741,2,1,"AB",2
20741,3,1,"AB",2
20742,1,1,"AT",56
20746,1,1,"AB",2
20747,1,1,"AB",2
20747,2,1,"AB",2
20747,3,1,"AB",2
20747,4,1,"AB",2
20747,5,1,"AB",2
20747,6,1,"AB",2
20748,1,1,"AB",2
20753,1,1,"AB",2
20757,1,1,"AB",2
20757,2,1,"AB",2
20757,3,1,"AB",2
20758,2,1,"AB",2
20758,3,1,"AB",2
20762,1,1,"AB",2
20763,1,1,"AB",2
20763,2,1,"AB",2
20764,1,1,"AB",2
20764,2,1,"AB",2
20764,4,1,"AB",2
20768,1,1,"AB",2
20768,2,1,"AB",2
20769,1,1,"AB2",20
20771,1,1,"AB",2
20771,2,1,"AB",2
20780,1,1,"AB",2
20780,2,1,"AB",2
20781,1,1,"AB",2
20781,2,1,"AB",2
20788,1,1,"AB",2
20789,1,1,"AB",2
20789,3,1,"AB",2
20793,1,1,"AP",52
20793,2,1,"AA",1
20796,1,1,"AB",2
20800,3,1,"BX",151
20800,4,1,"BX",151
20815,1,1,"AB",2
20818,1,1,"AB",2
20818,2,1,"AB",2
20818,3,1,"AB",2
20818,4,1,"AB",2
20818,5,1,"AB",2
20819,1,1,"AP",52
20819,2,1,"AP",52
20819,3,1,"AP",52
20822,1,1,"AB",2
20822,2,1,"AB",2
20822,3,1,"AB",2
20823,3,1,"AB",2
20823,4,1,"AB",2
20823,5,1,"AB",2
20823,6,1,"AB",2
20825,1,1,"AB",2
20825,2,1,"AB",2
20825,3,1,"AB",2
20825,4,1,"AB",2
20829,2,1,"AB",2
20830,1,1,"AB",2
20830,2,1,"AB",2
20835,1,1,"AB",2
20835,2,1,"AB",2
20835,3,1,"AB",2
20835,5,1,"AB",2
20837,1,1,"AN",50
20837,2,1,"AN",50
20837,3,1,"AN",50
20837,4,1,"AN",50
20838,1,1,"AB",2
20838,2,1,"AB",2
20838,3,1,"AB",2
20838,4,1,"AB",2
20839,1,1,"AB",2
20839,2,1,"AB",2
20844,1,1,"AB",2
20844,2,1,"AB",2
20845,3,1,"AA",1
20850,1,1,"AB",2
20850,2,1,"AB",2
20850,3,1,"AB",2
20857,1,1,"AB",2
20859,1,1,"AB",2
20859,2,1,"AB",2
20862,1,1,"AB",2
20862,2,1,"AB",2
20862,3,1,"AB",2
20864,2,1,"AB",2
20865,2,1,"AB",2
20869,1,1,"AT",56
20873,1,1,"AP",52
20882,1,1,"AB",2
20882,2,1,"AB",2
20883,1,1,"AP",52
20884,1,1,"AB",2
20895,1,1,"AB",2
20895,2,1,"AB",2
20895,3,1,"AB",2
20896,1,1,"AB",2
20896,2,1,"AB",2
20897,1,1,"AB",2
20897,2,1,"AB",2
20901,1,1,"AB",2
20903,2,1,"AB",2
20905,1,1,"AB",2
20905,2,1,"AB",2
20907,1,1,"AB",2
20907,2,1,"AB",2
20908,2,1,"AB",2
20929,1,1,"AN",50
20929,2,1,"AN",50
20929,3,1,"AN",50
20931,1,1,"AB",2
20931,2,1,"AB",2
20931,3,1,"AB",2
20933,1,1,"AA",1
20934,1,1,"AB",2
20936,1,1,"AB",2
20936,2,1,"AB",2
20936,3,1,"AB",2
20938,1,1,"AB",2
20938,2,1,"AB",2
20943,1,1,"AB",2
20943,2,1,"AB",2
20943,3,1,"AB",2
20949,1,1,"AN",50
20949,2,1,"AN",50
20954,1,1,"AP",52
20955,1,1,"AB",2
20963,1,1,"AB",2
20963,2,1,"AB",2
20971,1,1,"AP",52
20972,1,1,"AB",2
20972,3,1,"AB",2
20973,2,1,"AB",2
20977,1,1,"AB",2
20978,1,1,"AA",1
20983,1,1,"BX",151
20985,1,1,"AB",2
20987,1,1,"AB",2
20987,2,1,"AB",2
20988,1,1,"AP",52
20989,2,1,"AB",2
20990,1,1,"AA",1
20998,1,1,"AB",2
20998,2,1,"AB",2
20998,3,1,"AB",2
20998,4,1,"AB",2
21001,1,1,"AB",2
21001,2,1,"AB",2
21003,1,1,"AB",2
21005,1,1,"AB",2
21006,1,1,"AB",2
21009,1,1,"AT",56
21011,1,1,"AB",2
21011,2,1,"AB",2
21011,3,1,"AB",2
21014,1,1,"AB",2
21014,2,1,"AB",2
21014,3,1,"AB",2
21015,1,1,"AB1",3
21015,2,1,"AB1",3
21015,3,1,"AB",2
21016,1,1,"AB",2
21016,2,1,"AB",2
21022,1,1,"AT",56
21027,1,1,"AP",52
21027,2,1,"AP",52
21029,1,1,"AB",2
21029,2,1,"AB",2
21029,3,1,"AB",2
21029,4,1,"AB",2
21029,5,1,"AB",2
21029,6,1,"AB",2
21035,1,1,"AB",2
21035,2,1,"AB",2
21035,3,1,"AB",2
21035,4,1,"AB",2
21038,1,1,"AP",52
21038,2,1,"AP",52
21038,3,1,"AP",52
21055,1,1,"AB",2
21065,1,1,"AB",2
21068,1,1,"AA",1
21073,1,1,"AB",2
21073,2,1,"AB",2
21073,3,1,"AB",2
21078,1,1,"AB",2
21078,2,1,"AB",2
21085,1,1,"AB",2
21086,1,1,"AB",2
21086,2,1,"AB",2
21086,3,1,"AB",2
21086,4,1,"AB",2
21087,1,1,"AB",2
21087,2,1,"AB",2
21087,3,1,"AB",2
21090,1,1,"AB",2
21093,1,1,"AB",2
21093,2,1,"AB",2
21093,3,1,"AB",2
21098,1,1,"AB",2
21107,1,1,"AB",2
21107,2,1,"AB",2
21110,1,1,"AB",2
21110,2,1,"AB",2
21110,4,1,"AB",2
21113,1,1,"AP",52
21113,2,1,"AP",52
21117,1,1,"AP",52
21121,1,1,"AB",2
21121,2,1,"AB",2
21121,3,1,"AB",2
21121,4,1,"AB",2
21123,1,1,"AB",2
21129,1,1,"AA",1
21130,2,1,"AB",2
21131,1,1,"AP",52
21131,3,1,"AP",52
21132,1,1,"AB",2
21134,1,1,"AB",2
21134,2,1,"AB",2
21134,3,1,"AB",2
21142,1,1,"AB1",3
21148,8,1,"BX",151
21148,9,1,"BX",151
21151,1,1,"AB2",20
21151,2,1,"AB2",20
21151,3,1,"AB2",20
21152,1,1,"AB",2
21153,1,1,"AB",2
21153,2,1,"AB",2
21158,1,1,"AB",2
21159,1,1,"AT",56
21160,3,1,"AB",2
21162,1,1,"AB",2
21162,2,1,"AB",2
21162,3,1,"AB",2
21165,1,1,"AB",2
21168,1,1,"AB",2
21168,2,1,"AB",2
21169,1,1,"AB",2
21169,2,1,"AB",2
21169,3,1,"AB",2
21171,1,1,"AP",52
21171,2,1,"AP",52
21171,3,1,"AP",52
21171,4,1,"AP",52
21176,1,1,"AB",2
21183,1,1,"AB",2
21183,2,1,"AB",2
21183,3,1,"AB",2
21183,4,1,"AB",2
21184,2,1,"AB",2
21184,3,1,"AB",2
21192,1,1,"AB",2
21196,1,1,"AA",1
21202,1,1,"AB1",3
21202,4,1,"AB",2
21204,1,1,"AB",2
21204,2,1,"AB",2
21205,1,1,"AB",2
21208,1,1,"AB",2
21208,2,1,"AB",2
21208,3,1,"AB",2
21210,1,1,"AB1",3
21210,1,1,"AB2",20
21210,1,1,"AB3",30
21210,2,1,"AB1",3
21210,2,1,"AB2",20
21210,2,1,"AB3",30
21210,3,1,"AB1",3
21210,3,1,"AB2",20
21210,3,1,"AB3",30
21210,4,1,"AB1",3
21210,4,1,"AB2",20
21210,4,1,"AB3",30
21210,5,1,"AB1",3
21210,5,1,"AB2",20
21210,5,1,"AB3",30
21210,6,1,"AB1",3
21210,6,1,"AB2",20
21210,6,1,"AB3",30
21210,7,1,"AB1",3
21210,7,1,"AB2",20
21210,7,1,"AB3",30
21210,8,1,"AB1",3
21210,8,1,"AB2",20
21210,8,1,"AB3",30
21210,9,1,"AB1",3
21210,9,1,"AB2",20
21210,9,1,"AB3",30
21210,10,1,"AB1",3
21210,10,1,"AB2",20
21210,10,1,"AB3",30
21210,11,1,"AB1",3
21210,11,1,"AB2",20
21210,11,1,"AB3",30
21210,12,1,"AB1",3
21210,12,1,"AB2",20
21210,12,1,"AB3",30
21217,1,1,"AB",2
21217,2,1,"AB",2
21217,3,1,"AB",2
21217,4,1,"AB",2
21223,2,1,"AP",52
21223,3,1,"AP",52
21227,1,1,"AP",52
21227,2,1,"AP",52
21228,1,1,"AB",2
21228,2,1,"AB",2
21231,1,1,"AB",2
21231,2,1,"AB",2
21235,1,1,"AB",2
21241,1,1,"AB",2
21246,2,1,"AB",2
21251,1,1,"AA",1
21252,2,1,"AB",2
21253,1,1,"AP",52
21259,1,1,"AB2",20
21259,2,1,"AB2",20
21259,3,1,"AB2",20
21259,4,1,"AB2",20
21259,5,1,"AB2",20
21259,6,1,"AB2",20
21262,1,1,"AT",56
21266,1,1,"AB",2
21266,2,1,"AB",2
21267,1,1,"AP",52
21272,1,1,"AP",52
21272,2,1,"AP",52
21272,3,1,"AP",52
21272,4,1,"AP",52
21278,1,1,"AB",2
21278,2,1,"AB",2
21278,3,1,"AB",2
21283,1,1,"AB",2
21283,2,1,"AB",2
21283,3,1,"AB",2
21283,4,1,"AB",2
21284,1,1,"AB1",3
21284,2,1,"AB1",3
21284,3,1,"AB1",3
21284,4,1,"AB1",3
21285,1,1,"AB",2
21286,1,1,"AB",2
21286,3,1,"AB",2
21286,4,1,"AB",2
21287,1,1,"AB",2
21300,1,1,"AA",1
21301,1,1,"AB1",3
21301,1,1,"AB3",30
21301,2,1,"AB1",3
21301,2,1,"AB3",30
21301,3,1,"AB1",3
21301,3,1,"AB3",30
21301,4,1,"AB1",3
21301,4,1,"AB3",30
21301,5,1,"AB1",3
21301,5,1,"AB3",30
21301,6,1,"AB1",3
21301,6,1,"AB3",30
21301,7,1,"AB1",3
21301,7,1,"AB3",30
21301,8,1,"AB1",3
21301,8,1,"AB3",30
21301,9,1,"AB1",3
21301,9,1,"AB3",30
21301,10,1,"AB1",3
21301,10,1,"AB3",30
21301,11,1,"AB1",3
21301,11,1,"AB3",30
21303,1,1,"AB",2
21303,2,1,"AB",2
21303,3,1,"AB",2
21303,4,1,"AB",2
21303,5,1,"AB",2
21303,6,1,"AB",2
21304,1,1,"AB",2
21312,1,1,"AB",2
21312,2,1,"AB",2
21319,1,1,"AB",2
21323,1,1,"AB",2
21323,2,1,"AB",2
21323,3,1,"AB",2
21324,1,1,"AB",2
21333,1,1,"AB",2
21337,1,1,"AP",52
21342,1,1,"AB1",3
21342,1,1,"AB2",20
21342,1,1,"AB3",30
21342,2,1,"AB1",3
21342,2,1,"AB2",20
21342,2,1,"AB3",30
21342,3,1,"AB1",3
21342,3,1,"AB2",20
21342,3,1,"AB3",30
21342,4,1,"AB1",3
21342,4,1,"AB2",20
21342,4,1,"AB3",30
21342,5,1,"AB1",3
21342,5,1,"AB2",20
21342,5,1,"AB3",30
21342,6,1,"AB1",3
21342,6,1,"AB2",20
21342,6,1,"AB3",30
21342,7,1,"AB1",3
21342,7,1,"AB2",20
21342,7,1,"AB3",30
21342,8,1,"AB1",3
21342,8,1,"AB2",20
21342,8,1,"AB3",30
21342,9,1,"AB1",3
21342,9,1,"AB2",20
21342,9,1,"AB3",30
21342,10,1,"AB1",3
21342,10,1,"AB2",20
21342,10,1,"AB3",30
21342,11,1,"AB1",3
21342,11,1,"AB2",20
21342,11,1,"AB3",30
21342,12,1,"AB1",3
21342,12,1,"AB2",20
21342,12,1,"AB3",30
21345,1,1,"AP",52
21345,2,1,"AP",52
21345,3,1,"AP",52
21345,4,1,"AP",52
21348,1,1,"AB",2
21350,2,1,"BX",151
21351,2,1,"AB",2
21356,1,1,"AB",2
21356,2,1,"AB",2
21356,3,1,"AB",2
21356,4,1,"AB",2
21360,2,1,"AB",2
21365,1,1,"AA",1
21366,2,1,"AB",2
21366,3,1,"AB",2
21366,4,1,"AB",2
21366,5,1,"AB",2
21368,1,1,"AB",2
21368,2,1,"AB",2
21368,3,1,"AB1",3
21368,4,1,"AB",2
21372,1,1,"AP",52
21372,2,1,"AP",52
21383,1,1,"AP",52
21392,1,1,"AB",2
21392,2,1,"AB",2
21392,3,1,"AB",2
21392,4,1,"AB",2
21392,5,1,"AB",2
21392,6,1,"AB",2
21402,1,1,"AB1",3
21402,1,1,"AB2",20
21402,2,1,"AB1",3
21402,2,1,"AB2",20
21402,3,1,"AB1",3
21402,3,1,"AB2",20
21402,4,1,"AB1",3
21402,4,1,"AB2",20
21402,5,1,"AB1",3
21402,5,1,"AB2",20
21402,6,1,"AB1",3
21402,6,1,"AB2",20
21402,7,1,"AB1",3
21402,7,1,"AB2",20
21402,8,1,"AB1",3
21402,8,1,"AB2",20
21402,9,1,"AB1",3
21402,9,1,"AB2",20
21402,10,1,"AB1",3
21402,10,1,"AB2",20
21402,11,1,"AB1",3
21402,11,1,"AB2",20
21402,12,1,"AB1",3
21402,12,1,"AB2",20
21409,1,1,"AB",2
21411,2,1,"AB",2
21411,3,1,"AB",2
21411,4,1,"AB",2
21411,5,1,"AB",2
21411,6,1,"AB",2
21411,7,1,"AB",2
21411,8,1,"AB",2
21416,1,1,"AB",2
21416,2,1,"AB",2
21416,3,1,"AB",2
21419,1,1,"AA",1
21419,2,1,"AA",1
21426,1,1,"BX",151
21426,2,1,"BX",151
21426,3,1,"BX",151
21426,4,1,"BX",151
21427,1,1,"AB",2
21427,2,1,"AB",2
21427,4,1,"AB",2
21428,1,1,"AB",2
21428,2,1,"AB",2
21434,1,1,"AB",2
21434,2,1,"AB",2
21434,3,1,"AB",2
21434,4,1,"AB",2
21436,1,1,"AB",2
21436,2,1,"AB",2
21436,3,1,"AB",2
21436,4,1,"AB",2
21436,5,1,"AB",2
21436,6,1,"AB",2
21437,1,1,"AB",2
21437,2,1,"AB",2
21438,1,1,"BX",151
21438,2,1,"BX",151
21444,1,1,"AB",2
21444,2,1,"AB",2
21444,3,1,"AB",2
21444,4,1,"AB",2
21444,5,1,"AB",2
21445,1,1,"AB",2
21447,1,1,"AB",2
21447,2,1,"AB",2
21447,3,1,"AB",2
21449,1,1,"AB",2
21454,1,1,"AB2",20
21455,2,1,"AB",2
21457,1,1,"BX",151
21463,1,1,"AB",2
21468,2,1,"AB",2
21468,3,1,"AB",2
21468,4,1,"AB",2
21476,1,1,"AB",2
21476,2,1,"AB",2
21476,3,1,"AB",2
21485,1,1,"AB",2
21485,2,1,"AB",2
21485,3,1,"AB",2
21485,4,1,"AB",2
21485,5,1,"AB",2
21485,6,1,"AB",2
21487,1,1,"AB",2
21487,2,1,"AB",2
21490,1,1,"AB",2
21500,1,1,"AB",2
21505,1,1,"AA",1
21513,1,1,"AB",2
21513,2,1,"AB",2
21515,1,1,"AB3",30
21515,2,1,"AB3",30
21516,1,1,"AT2",67
21518,1,1,"AB",2
21518,2,1,"AB",2
21519,1,1,"AB",2
21519,2,1,"AB",2
21519,3,1,"AB",2
21520,1,1,"AB",2
21520,2,1,"AB",2
21520,3,1,"AB",2
21520,4,1,"AB",2
21520,5,1,"AB",2
21528,1,1,"AT",56
21532,2,1,"AB",2
21532,3,1,"AB",2
21532,5,1,"AB",2
21535,1,1,"AB",2
21539,1,1,"AP",52
21540,1,1,"AB",2
21540,2,1,"AB",2
21540,3,1,"AB",2
21540,4,1,"AB",2
21540,5,1,"AB",2
21540,6,1,"AB",2
21540,7,1,"AB",2
21540,8,1,"AB",2
21540,9,1,"AB",2
21540,10,1,"AB",2
21540,11,1,"AB",2
21544,1,1,"AB",2
21545,1,1,"AT",56
21548,1,1,"AB",2
21549,1,1,"AB",2
21549,2,1,"AB",2
21549,3,1,"AB",2
21560,1,1,"AB",2
21560,2,1,"AB",2
21560,3,1,"AB",2
21565,1,1,"AT",56
21567,2,1,"AB",2
21567,3,1,"AB",2
21567,4,1,"AB",2
21572,2,1,"AP",52
21574,1,1,"AB2",20
21574,2,1,"AB2",20
21588,1,1,"AB",2
21588,2,1,"AB",2
21590,1,1,"AB",2
21590,2,1,"AB",2
21590,4,1,"AB",2
21590,5,1,"AB",2
21590,6,1,"AB",2
21598,1,1,"AT1",66
21605,1,1,"AB",2
21606,1,1,"AB",2
21606,2,1,"AB",2
21611,1,1,"AB",2
21611,2,1,"AB",2
21615,1,1,"AB",2
21615,2,1,"AB",2
21615,3,1,"AB",2
21618,1,1,"AB",2
21618,2,1,"AB",2
21624,1,1,"AP",52
21630,1,1,"AB",2
21636,1,1,"AB",2
21636,2,1,"AB",2
21641,1,1,"AB",2
21641,2,1,"AB",2
21644,1,1,"AB",2
21652,1,1,"AB",2
21654,1,1,"AB",2
21656,1,1,"AB",2
21656,2,1,"AB",2
21673,1,1,"AP",52
21676,1,1,"AB",2
21687,1,1,"AB",2
21687,2,1,"AB",2
21687,3,1,"AB",2
21687,4,1,"AB",2
21688,1,1,"AB",2
21688,2,1,"AB",2
21688,3,1,"AB",2
21689,2,1,"AP",52
21695,1,1,"AB",2
21695,3,1,"AB",2
21735,1,1,"BX",151
21738,1,1,"AT",56
21742,2,1,"AB",2
21742,3,1,"AB",2
21742,4,1,"AB",2
21742,5,1,"AB",2
21748,1,1,"AB3",30
21748,2,1,"AB3",30
21752,1,1,"AB",2
21752,2,1,"AB",2
21752,3,1,"AB",2
21752,4,1,"AB",2
21753,1,1,"AB",2
21758,1,1,"AB",2
21759,1,1,"AP",52
21759,2,1,"AP",52
21764,1,1,"AT",56
21774,1,1,"AB",2
21774,2,1,"AB",2
21777,1,1,"AB",2
21777,2,1,"AB",2
21778,1,1,"AB",2
21782,1,1,"AB",2
21789,1,1,"AB",2
21790,1,1,"AP",52
21794,1,1,"AB",2
21797,1,1,"AB",2
21797,2,1,"AB",2
21799,1,1,"AB",2
21802,1,1,"AB",2
21802,2,1,"AB",2
21802,3,1,"AB",2
21802,4,1,"AB",2
21802,5,1,"AB",2
21802,6,1,"AB",2
21802,7,1,"AB",2
21802,8,1,"AB",2
21806,1,1,"BX",151
21817,1,1,"AP",52
21821,1,1,"AP",52
21830,1,1,"AB",2
21835,1,1,"AT",56
21840,1,1,"AB",2
21842,1,1,"AB",2
21842,2,1,"AB",2
21845,1,1,"AB",2
21849,1,1,"AB",2
21849,2,1,"AB",2
21852,1,1,"AB",2
21858,1,1,"AP",52
21860,1,1,"AB1",3
21860,2,1,"AB1",3
21860,3,1,"AB1",3
21861,1,1,"AB",2
21870,2,1,"AP",52
21871,1,1,"AB",2
21872,1,1,"AP",52
21875,1,1,"AB",2
21875,3,1,"AB",2
21875,4,1,"AB",2
21875,5,1,"AB",2
21876,1,1,"AB",2
21879,1,1,"AB",2
21882,1,1,"AB",2
21882,2,1,"AB",2
21882,3,1,"AB",2
21894,1,1,"AB",2
21894,2,1,"AB",2
21903,1,1,"AP",52
21911,2,1,"AB",2
21911,3,1,"AB",2
21925,1,1,"AB",2
21925,2,1,"AB",2
21926,1,1,"AB",2
21937,1,1,"AB",2
21945,2,1,"AP",52
21951,1,1,"BX",151
21951,2,1,"BX",151
21951,3,1,"BX",151
21951,4,1,"BX",151
21959,1,1,"AB",2
21959,2,1,"AB",2
21959,3,1,"AB",2
21976,2,1,"AB",2
21980,1,1,"AP",52
21986,1,1,"AB",2
21986,2,1,"AB",2
21986,3,1,"AB",2
21986,4,1,"AB",2
21990,2,1,"AB",2
21990,3,1,"AB",2
21990,4,1,"AB",2
21990,5,1,"AB",2
21992,1,1,"AB",2
21992,2,1,"AB",2
21992,3,1,"AB",2
21994,1,1,"AT",56
21997,1,1,"AB",2
21997,2,1,"AB",2
21999,1,1,"AB",2
21999,2,1,"AB",2
21999,3,1,"AB",2
21999,6,1,"AB",2
22000,1,1,"AB",2
22006,1,1,"AA",1
22008,1,1,"AB",2
22008,3,1,"AB",2
22008,4,1,"AB",2
22008,5,1,"AB",2
22008,6,1,"AB",2
22010,1,1,"AP",52
22012,1,1,"AB",2
22012,2,1,"AB",2
22012,3,1,"AB",2
22012,4,1,"AB",2
22013,1,1,"AB2",20
22023,2,1,"AP",52
22030,1,1,"AB",2
22030,2,1,"AB",2
22037,1,1,"AB",2
22037,2,1,"AB",2
22037,3,1,"AB",2
22037,4,1,"AB",2
22046,1,1,"AP",52
22047,1,1,"AB",2
22047,2,1,"AB",2
22047,3,1,"AB",2
22047,4,1,"AB",2
22047,5,1,"AB",2
22052,1,1,"AB",2
22064,1,1,"AB",2
22070,1,1,"AB",2
22076,1,1,"AB",2
22083,1,1,"AB",2
22083,2,1,"AB",2
22083,5,1,"AB",2
22088,1,1,"AP",52
22100,1,1,"AB",2
22100,2,1,"AB",2
22100,3,1,"AB",2
22100,4,1,"AB",2
22104,1,1,"AB",2
22104,2,1,"AB",2
22104,3,1,"AB",2
22104,4,1,"AB",2
22115,1,1,"AB",2
22115,2,1,"AB",2
22115,3,1,"AB",2
22115,4,1,"AB",2
22115,5,1,"AB",2
22115,6,1,"AB",2
22117,1,1,"AB",2
22117,2,1,"AB",2
22118,1,1,"AB",2
22118,2,1,"AB",2
22119,1,1,"AP",52
22122,1,1,"AB",2
22127,1,1,"AB",2
22137,1,1,"AP",52
22157,1,1,"AA",1
22160,1,1,"AP",52
22160,2,1,"AP",52
22165,1,1,"AB",2
22186,1,1,"AP",52
22192,1,1,"AB",2
22192,2,1,"AB",2
22192,3,1,"AB",2
22192,4,1,"AB",2
22192,5,1,"AB",2
22192,6,1,"AB",2
22192,7,1,"AB",2
22195,1,1,"AA",1
22195,2,1,"AA",1
22195,3,1,"AA",1
22202,1,1,"AB",2
22203,2,1,"AB",2
22204,1,1,"AB",2
22205,1,1,"AB",2
22206,1,1,"AB",2
22206,2,1,"AB",2
22214,1,1,"TBD",999
22223,1,1,"TBD",999
22224,1,1,"AB",2
22224,2,1,"AB",2
22234,1,1,"AP",52
22234,2,1,"AP",52
22234,3,1,"AP",52
22235,1,1,"TBD",999
22235,2,1,"TBD",999
22235,3,1,"TBD",999
22249,1,1,"AP",52
22249,2,1,"AP",52
22250,1,1,"AB",2
22251,1,1,"AB",2
22251,2,1,"AB",2
22251,3,1,"AB",2
22251,4,1,"AB",2
22256,1,1,"AB",2
22256,2,1,"AB",2
22256,3,1,"AB",2
22256,4,1,"AB",2
